2                 358536.35647600                 359807.52966420                 358329.45702798                 359658.26762390                 360080.31981103                 354189.90605352                 359155.71269691                 359147.90847216                 358607.35602188                 360041.42942704
3                 388110.10506371                 389253.96336609                 388127.09655816                 388221.18284905                 388571.59436132                 387751.13640875                 386924.96610527                 388785.61933180                 388806.24240898                 388443.69956950
4                 392148.13429870                 392004.37362223                 393726.11722834                 392243.79401928                 393409.31271395                 389392.76860883                 391436.78590552                 392980.61033590                 392209.17187594                 391147.54013011
5                 395681.16263930                 396171.87652667                 397148.43765338                 393643.19362658                 396426.50286615                 396105.11455254                 395537.00114419                 397838.81691144                 397034.93990711                 396023.00231168
6                 398591.45497413                 399911.76752784                 398806.45505177                 397104.80695649                 398101.90694145                 398377.47673166                 397487.50078067                 398799.59636230                 399839.29459523                 397362.90638933
7                 395983.16071235                 396725.74224575                 397678.36171928                 401674.36434974                 400746.19482153                 394099.92461080                 396207.82377054                 399834.11205429                 400050.14838785                 399772.18297593
