2                  41005.50762977                  40362.40383658                  40342.03455548                  40265.13998685                  40184.04674250                  40724.62080760                  41090.82366919                  39919.83636454                  40366.19713407                  40501.21672147
3                  44054.28253027                  43415.42869956                  43452.02096663                  43722.44630023                  43547.65422011                  44043.96234617                  44153.81223027                  43709.72367242                  43373.45163107                  43655.18756891
4                  44778.78243794                  44194.54572817                  44247.57387422                  44455.77065145                  44340.94654776                  44608.30573644                  44985.01773576                  44509.47634061                  44186.54181385                  44397.61250135
5                  45419.66967366                  44988.22489328                  44868.04588593                  44833.35043409                  45010.13882907                  45618.10476514                  45627.47791166                  45218.42288395                  45016.05095936                  45076.51084620
6                  46030.20756040                  45519.18129958                  45401.69996156                  45702.85244416                  45475.67492064                  45984.71525665                  46046.86056207                  45800.00276222                  45522.12093431                  45559.25153744
7                  46521.69342261                  45852.01493354                  45766.22740539                  46280.87596301                  46016.03737739                  46359.53461805                  46265.49602435                  46081.59857782                  45951.38189967                  45903.16607635
